key,message,link,reason,action
CAUAJM_E_10027,CONDITION ERROR: Invalid lookback expression {0}: must have a non-decimal numeric value,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10027.html,Error with lookback in condition.,
CAUAJM_E_10029,"Communication attempt with the {0} Application Server has failed! [{1}:{2,number,1}]",http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10029.html,Could not send.,Make sure the application server is running and the node it is on is available.
CAUAJM_E_10030,Error encountered while reading API results!,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10030.html,Could not DQ.,
CAUAJM_E_10032,Unable to create server object for host [{0}],http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10032.html,The host is invalid.,Change the host.
CAUAJM_E_10033,CONDITION ERROR: Invalid lookback expression {0}: hours not within range (1-9998),http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10033.html,Error with lookback in condition.,
CAUAJM_E_10034,CONDITION ERROR: Invalid lookback expression {0}: minutes not within range (0-59),http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10034.html,Error with lookback in condition.,
CAUAJM_E_10035,{0} failed! Error: {1}\n,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10035.html,WSAStartup failed.,
CAUAJM_E_10036,CONDITION ERROR: Logical operator must have 2 operands,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10036.html,Logical operator needs to have 2 operands.,
CAUAJM_E_10037,CONDITION ERROR: Illegal Key Word: {0}.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10037.html,Illegal Key Word.,
CAUAJM_E_10038,Unsupported encryption type specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10038.html,An unsupported encryption type was requested to be used.,Specify a supported encryption type.
CAUAJM_E_10041,CONDITION ERROR: Using both ANDs and ORs requires the use of parenthesis.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10041.html,Mixing ANDs and ORs. Please use parenthesis.,Required action is not known.
CAUAJM_E_10042,CONDITION ERROR: Invalid global variable name <{0}> exceeds {1} characters.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10042.html,Error with global variable name in condition.,
CAUAJM_E_10045,An invalid encryption key was specified.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10045.html,The encryption key specified is invalid.,Correct the encryption key.
CAUAJM_E_10046,Could not open file:  {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10046.html,The file could not be opened.,
CAUAJM_E_10048,template: {0} file contains invalid input: {1},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10048.html,Bad input from template file.,Specify the input as per the template format.
CAUAJM_E_10049,Unable to retrieve instance configuration settings.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10049.html,The configuration settings could not be found.,Run this application from the product's command prompt.
CAUAJM_E_10050,Invalid {0} in config file: {1},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10050.html,Invalid MachineMethod in config file.,
CAUAJM_E_10051,The environmental variable {0} is not set.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10051.html,The given environment variable is not set within the product's environment.,This indicates that the product''s environment was not set or the product is not correctly installed.
CAUAJM_E_10053,CONDITION ERROR: Missing job or global variable name.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10053.html,Errors encountered parsing the name value.,
CAUAJM_E_10054,The environmental variable {0} is larger then the acceptable length.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10054.html,The given environment variable is too long.,Specify a valid value for the indicated environmental variable.
CAUAJM_E_10056,CONDITION ERROR: Invalid lookback expression {0}: value exceeds allowable maximum of 9999 hours.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10056.html,Error with lookback in condition.,
CAUAJM_E_10057,ERROR logging audit data//{0} may have unpredictable results\n,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10057.html,ERROR logging audit data//autotrack may have unpredictable results.,
CAUAJM_E_10058,Could not load intcodes.  Exiting!,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10058.html,Could not load intcodes.,
CAUAJM_E_10059,Unable to encode password.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10059.html,Unable to encode password.,
CAUAJM_E_10060,Unable to decode password.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10060.html,Unable to decode password.,
CAUAJM_E_10061,Cannot locate AUTOUSER for instance: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10061.html,Unable to locate AUTOUSER for this instance,
CAUAJM_E_10062,Failed to get initial configuration from {0} Application Server(s),http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10062.html,Failed to get initial configuration the product's Application Server(s).,
CAUAJM_E_10067,Failed to get an event identifier. Scheduler cannot recover and must shutdown.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10067.html,Get EventID failed.,Required action is not known.
CAUAJM_E_10068,The specified attribute ''{0}'' was not found.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10068.html,The attribute was not found.,Call the get method with an attribute that does exist.
CAUAJM_E_10069,sigaction failed\n,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10069.html,sigaction failed.,
CAUAJM_E_10072,The Cross Platform Interface is currently not active.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10072.html,The Cross Platform Interface is currently not active..,Set the CrossPlatformScheduling option to a value of '1' or '2' depending on your installation requirements.
CAUAJM_E_10075,Error initiating communications,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10075.html,opening stream socket.,No action is required.
CAUAJM_E_10076,The connection to machine: {0}  TIMED OUT.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10076.html,Connection timed out.,No action is required.
CAUAJM_E_10077,"Either that machine, or the network to it, is having problems.",http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10077.html,See previous CAUAJM_E_10076 message.,No action is required.
CAUAJM_E_10078,Could NOT connect to machine: {0},http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10078.html,The connection to the machine failed.,Check if the agent is installed properly.
CAUAJM_E_10079,ERROR for Job: {0} < {1} >,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10079.html,Error for job.,Define a resource.
CAUAJM_E_10080,The Agent Service may not be installed properly.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10080.html,See previous CAUAJM_E_10078 message.,No action required.
CAUAJM_E_10081,The internet daemon or the Agent Service may not be configured properly.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10081.html,See previous CAUAJM_E_10078 message.,No action required.
CAUAJM_E_10083,read failed Win32 socket error={0}\n,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10083.html,Win socket error.,
CAUAJM_E_10084,read failed stream socket.,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10084.html,Read failed stream socket.,
CAUAJM_E_10085, *** @@ Agent Process not started. ***,http://techdocs.broadcom.com/us/en/ca-enterprise-software/intelligent-automation/autosys-workload-automation/12-0-01/messages/error-messages/cauajm-e-10085.html,The agent was not started.,
